member_casual,rideable_type,trip_count,avg_ride_length,max_ride_length
member,electric_scooter,22087,7.889803844644677,97.82353333333334
member,electric_bike,1042602,10.68921652962171,479.91119999999995
member,classic_bike,1727060,13.310828571879432,1497.4754166666667
casual,electric_scooter,25740,11.299601739186743,186.55355
casual,electric_bike,598585,15.2364465473018,479.75128333333333
casual,classic_bike,985633,29.08515399518212,1499.6377
